#
# Filename  : HoughtonMI_202305150543_HumidityTemperature_SensorData.dat
# Sensor    : DS18B20 w/ Raspberry Pi 3 Model B V1.2 (circa 2015)
# Sensor ID : 28-030497940a6a
# Format    : Counter, Sensor ID, Time Stamp, Celsius, Fahrenheit
#             Fields are separated by the | character
#
# Upon successful completion (of post-processing), the relevant files may be viewed at
# https://sgowtham.com/assets/RaspberryPi/HoughtonMI_202305150543_HumidityTemperature_SensorData.dat
# https://sgowtham.com/assets/RaspberryPi/HoughtonMI_202305150543_HumidityTemperature_SensorData.csv
# https://sgowtham.com/assets/RaspberryPi/HoughtonMI_202305150543_HumidityTemperature_SensorData.html
# https://sgowtham.com/assets/RaspberryPi/HoughtonMI_202305150543_HumidityTemperature_SensorData.pdf
#
# The same files are available at following public GitHub repository
# https://github.com/sgowtham/GreaterCommonGood/
#
0001|28-030497940a6a|2023-05-15 05:43:05|012.000|053.487
0002|28-030497940a6a|2023-05-15 05:44:02|012.375|054.275
0003|28-030497940a6a|2023-05-15 05:45:00|049.812|121.662
0004|28-030497940a6a|2023-05-15 05:45:57|047.937|118.175
0005|28-030497940a6a|2023-05-15 05:46:55|045.687|114.237
0006|28-030497940a6a|2023-05-15 05:47:52|043.875|110.862
0007|28-030497940a6a|2023-05-15 05:48:50|042.250|108.050
0008|28-030497940a6a|2023-05-15 05:49:47|040.812|105.462
0009|28-030497940a6a|2023-05-15 05:50:45|039.437|102.875
0010|28-030497940a6a|2023-05-15 05:51:42|038.250|100.737
0011|28-030497940a6a|2023-05-15 05:52:40|037.250|098.937
0012|28-030497940a6a|2023-05-15 05:53:37|036.187|097.137
0013|28-030497940a6a|2023-05-15 05:54:34|035.437|095.675
0014|28-030497940a6a|2023-05-15 05:55:32|034.562|094.212
0015|28-030497940a6a|2023-05-15 05:56:29|033.750|092.750
0016|28-030497940a6a|2023-05-15 05:57:27|033.062|091.625
0017|28-030497940a6a|2023-05-15 05:58:24|032.375|090.275
0018|28-030497940a6a|2023-05-15 05:59:22|031.750|089.150
0019|28-030497940a6a|2023-05-15 06:00:19|031.125|088.025
0020|28-030497940a6a|2023-05-15 06:01:17|030.500|086.900
0021|28-030497940a6a|2023-05-15 06:02:14|030.062|086.112
0022|28-030497940a6a|2023-05-15 06:03:12|029.500|085.100
0023|28-030497940a6a|2023-05-15 06:04:09|029.000|084.087
0024|28-030497940a6a|2023-05-15 06:05:07|020.187|068.112
0025|28-030497940a6a|2023-05-15 06:06:04|012.250|053.937
0026|28-030497940a6a|2023-05-15 06:07:01|009.562|049.212
0027|28-030497940a6a|2023-05-15 06:07:59|008.125|046.625
0028|28-030497940a6a|2023-05-15 06:08:56|006.687|043.925
0029|28-030497940a6a|2023-05-15 06:09:54|005.875|042.575
0030|28-030497940a6a|2023-05-15 06:10:51|005.500|041.787
0031|28-030497940a6a|2023-05-15 06:11:49|006.812|044.375
0032|28-030497940a6a|2023-05-15 06:12:46|006.812|044.375
0033|28-030497940a6a|2023-05-15 06:13:44|006.625|044.037
0034|28-030497940a6a|2023-05-15 06:14:41|006.500|043.700
0035|28-030497940a6a|2023-05-15 06:15:39|006.500|043.700
0036|28-030497940a6a|2023-05-15 06:16:36|006.375|043.475
0037|28-030497940a6a|2023-05-15 06:17:34|006.312|043.362
0038|28-030497940a6a|2023-05-15 06:18:31|006.312|043.362
0039|28-030497940a6a|2023-05-15 06:19:28|006.375|043.362
0040|28-030497940a6a|2023-05-15 06:20:26|006.437|043.587
0041|28-030497940a6a|2023-05-15 06:21:23|006.562|043.812
0042|28-030497940a6a|2023-05-15 06:22:21|006.562|043.925
0043|28-030497940a6a|2023-05-15 06:23:18|006.750|044.262
0044|28-030497940a6a|2023-05-15 06:24:16|006.812|044.375
0045|28-030497940a6a|2023-05-15 06:25:13|007.000|044.600
0046|28-030497940a6a|2023-05-15 06:26:11|007.187|044.937
0047|28-030497940a6a|2023-05-15 06:27:08|007.312|045.162
0048|28-030497940a6a|2023-05-15 06:28:06|007.437|045.500
0049|28-030497940a6a|2023-05-15 06:29:03|007.562|045.725
0050|28-030497940a6a|2023-05-15 06:30:00|007.687|045.837
0051|28-030497940a6a|2023-05-15 06:30:58|007.875|046.175
0052|28-030497940a6a|2023-05-15 06:31:55|007.937|046.175
0053|28-030497940a6a|2023-05-15 06:32:53|008.000|046.400
